pair_key,Drug_ID,Drug_Name,drug_name_norm,Food_Herb_ID,Food_Herb_Name,food_herb_name_norm,Type,type_norm,Component,Dose,Time,Relationship_classification,relationship_sources,Experimental_Species,Experimental_Design,Experimental_Individuals_Number,Test_Method,Test_Sample,Potential_Target,Target_ID,has_pmid,has_doi,has_result_text,has_conclusion_text,has_reference,evidence_row_count,n_effects,n_paper_labels,pmid_count,doi_count,has_effect_conflict,has_label_conflict,paper_label,drug_item_text,label_id
D00852__F00033,D00852,Idraparinux,idraparinux,F00033,Ginger,ginger,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,idraparinux [SEP] ginger [SEP] food,1
D01046__H00187,D01046,Vortioxetine,vortioxetine,H00187,Radix Codonopsis pilosulae,radix codonopsis pilosulae,Herb,herb,Apigenin,20 mg/kg,,HFDI,HFDI,Rat,,6/group,,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,vortioxetine [SEP] radix codonopsis pilosulae [SEP] herb,1
D00607__F00104,D00607,Tiludronic Acid,tiludronic acid,F00104,Meal,meal,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,tiludronic acid [SEP] meal [SEP] food,1
D00258__H00621,D00258,Nicardipine,nicardipine,H00621,Semen Oroxyli,semen oroxyli,Herb,herb,Morin,"7.5, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,nicardipine [SEP] semen oroxyli [SEP] herb,1
D00441__F00104,D00441,Brompheniramine,brompheniramine,F00104,Meal,meal,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,brompheniramine [SEP] meal [SEP] food,1
D00583__H00500,D00583,Ranolazine,ranolazine,H00500,Typha latifolia,typha latifolia,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] typha latifolia [SEP] herb,1
D00070__F00144,D00070,Verapamil,verapamil,F00144,High-Protein Meal,high-protein meal,Food,food,Fasted Overnight,,Meal 30 min prior to the drug,Dietary effects,Dietary effects,Homo Sapiens,"Randomized, crossover",12,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,verapamil [SEP] high-protein meal [SEP] food,2
D01217__H00179,D01217,Warfarin,warfarin,H00179,Gleditsiae Fructus,gleditsiae fructus,Herb,herb,Quercetin,12.75 mg/kg,"Once a day ,keep 5 days",HFDI,HFDI,Rat,,8/group,HPLC,Plasma,CYP2C8; CYP2C9; CYP3A4,P10632; P11712; P08684,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,warfarin [SEP] gleditsiae fructus [SEP] herb,1
D00600__H00318,D00600,Irinotecan,irinotecan,H00318,Hypericum perforatum,hypericum perforatum,Herb,herb,,900 mg/d,Administration after 18 days of pretreatment,HFDI,HFDI,Homo Sapiens,"Randomized, crossover, open",5,,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,irinotecan [SEP] hypericum perforatum [SEP] herb,1
D00511__H00459,D00511,Chromic Chloride,chromic chloride,H00459,Actinidia chrysantha,actinidia chrysantha,Herb,herb,Vitamin C,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,chromic chloride [SEP] actinidia chrysantha [SEP] herb,1
D00245__H00234,D00245,Midazolam,midazolam,H00234,Herba Centipedae,herba centipedae,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] herba centipedae [SEP] herb,1
D00894__H00926,D00894,Cyclosporine,cyclosporine,H00926,Bulbus Allii Macrostemi,bulbus allii macrostemi,Herb,herb,Quercetin,50 mg/kg,,HFDI,HFDI,Rat,,6/group,Specific monoclonal fluorescence polarization immunoassay,Blood,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,5,1,1,5,5,0,0,Use caution,cyclosporine [SEP] bulbus allii macrostemi [SEP] herb,1
D00299__H00568,D00299,Pioglitazone,pioglitazone,H00568,Radix Ephedrae,radix ephedrae,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] radix ephedrae [SEP] herb,1
D00600__H00101,D00600,Irinotecan,irinotecan,H00101,Camellia sinensis [Syn. Thea sinensis],camellia sinensis syn thea sinensis,Herb,herb,(-)-Epigallocatechin-3-Gallate,20 mg/kg,Drug 10min after food,HFDI,HFDI,Rat,,5/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,irinotecan [SEP] camellia sinensis syn thea sinensis [SEP] herb,1
D01046__H00479,D01046,Vortioxetine,vortioxetine,H00479,Herba Cichorii,herba cichorii,Herb,herb,Apigenin,20 mg/kg,,HFDI,HFDI,Rat,,6/group,,Plasma,,,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,vortioxetine [SEP] herba cichorii [SEP] herb,1
D00527__F00103,D00527,Bromocriptine,bromocriptine,F00103,Alcohol,alcohol,Food,food,Alcohol,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,bromocriptine [SEP] alcohol [SEP] food,1
D01279__F00105,D01279,Atogepant,atogepant,F00105,High-Fat Meal,high-fat meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,atogepant [SEP] high-fat meal [SEP] food,2
D00991__H00318,D00991,Vinflunine,vinflunine,H00318,Hypericum perforatum,hypericum perforatum,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,vinflunine [SEP] hypericum perforatum [SEP] herb,1
D00649__H00924,D00649,Grepafloxacin,grepafloxacin,H00924,Murraya paniculata var. exotica,murraya paniculata var exotica,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,grepafloxacin [SEP] murraya paniculata var exotica [SEP] herb,1
D01036__H00111,D01036,Rivaroxaban,rivaroxaban,H00111,Angelica gigas,angelica gigas,Herb,herb,Decursin,,,HFDI,HFDI,,,,,,CYP1A1; CYP1A2; P-gp,Q0VHD5; P05177; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,rivaroxaban [SEP] angelica gigas [SEP] herb,1
D00543__H00093,D00543,Etoposide,etoposide,H00093,Microctis Folium,microctis folium,Herb,herb,Quercetin,"1, 5, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,0,1,1,1,1,1,1,1,1,0,0,Use caution,etoposide [SEP] microctis folium [SEP] herb,1
D00700__H00386,D00700,Docetaxel,docetaxel,H00386,Fructus Piperis,fructus piperis,Herb,herb,Piperine,35 mg/kg,,HFDI,HFDI,Rat,,5/group,LC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,docetaxel [SEP] fructus piperis [SEP] herb,1
D00630__H00535,D00630,Talinolol,talinolol,H00535,Ixora chinensis,ixora chinensis,Herb,herb,Genistein,1000 mg,Administration after 14 days of pretreatment,HFDI,HFDI,Homo Sapiens,Two-phase randomized crossover study,18,LC-MS,Plasma,CYP3A; P-gp,B2R9K2; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,talinolol [SEP] ixora chinensis [SEP] herb,1
D01514__F00224,D01514,Glucosamine,glucosamine,F00224,Cucumber,cucumber,Food,food,,10 mg,Shared for 180 days,HFDI,HFDI,Homo Sapiens,"Randomized double-blind, parallel-group clinical trial",122,Scoring of illness,,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,glucosamine [SEP] cucumber [SEP] food,1
D00545__H00491,D00545,Ribavirin,ribavirin,H00491,Sophora alopecuroides,sophora alopecuroides,Herb,herb,Oxymatrine,60 mg/kg,Five minutes before taking the medication,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,ribavirin [SEP] sophora alopecuroides [SEP] herb,1
D00700__H00565,D00700,Docetaxel,docetaxel,H00565,Herba Portulacae,herba portulacae,Herb,herb,Myricetin,"5, 10, 20 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,docetaxel [SEP] herba portulacae [SEP] herb,1
D00457__H00162,D00457,Aminophylline,aminophylline,H00162,Coffea liberica,coffea liberica,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,aminophylline [SEP] coffea liberica [SEP] herb,1
D00315__H00919,D00315,Procarbazine,procarbazine,H00919,Herba Cirsii,herba cirsii,Herb,herb,Tyramine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,procarbazine [SEP] herba cirsii [SEP] herb,1
D00221__F00104,D00221,Mecamylamine,mecamylamine,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,mecamylamine [SEP] meal [SEP] food,1
D00264__H00300,D00264,Nitrazepam,nitrazepam,H00300,Ilex cornuta Lindl,ilex cornuta lindl,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,nitrazepam [SEP] ilex cornuta lindl [SEP] herb,1
D00601__H00983,D00601,Valsartan,valsartan,H00983,Fructus Phyllanthi,fructus phyllanthi,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,valsartan [SEP] fructus phyllanthi [SEP] herb,1
D00368__F00104,D00368,Tizanidine,tizanidine,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,tizanidine [SEP] meal [SEP] food,2
D00542__H00569,D00542,Paclitaxel,paclitaxel,H00569,Bauhinia malabarica,bauhinia malabarica,Herb,herb,Quercetin,"2, 10, 20 mg/kg",,HFDI,HFDI,Rat,,8/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] bauhinia malabarica [SEP] herb,1
D00142__H00440,D00142,Felodipine,felodipine,H00440,Caulis Millettiae; Caulis spatholobi,caulis millettiae caulis spatholobi,Herb,herb,Naringenin,"25, 50, 100 mg/kg",Administration after 15 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,felodipine [SEP] caulis millettiae caulis spatholobi [SEP] herb,1
D01471__F00210,D01471,Derazantinib,derazantinib,F00210,Lemon,lemon,Food,food,Naringin,50 mg/kg,,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,derazantinib [SEP] lemon [SEP] food,2
D00543__H00944,D00543,Etoposide,etoposide,H00944,Herba Commelie,herba commelie,Herb,herb,Quercetin,"1, 5, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,0,1,1,1,1,1,1,1,1,0,0,Use caution,etoposide [SEP] herba commelie [SEP] herb,1
D00829__H00258,D00829,Tamoxifen,tamoxifen,H00258,Ailanthi Altissimae Fructus,ailanthi altissimae fructus,Herb,herb,Quercetin,7.5 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tamoxifen [SEP] ailanthi altissimae fructus [SEP] herb,1
D00589__H01004,D00589,Clopidogrel,clopidogrel,H01004,Pueraria peduncularis,pueraria peduncularis,Herb,herb,Puerarin,"20, 60, 200 mg/kg",Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,clopidogrel [SEP] pueraria peduncularis [SEP] herb,2
D00166__H00146,D00166,Furosemide,furosemide,H00146,Licorice,licorice,Herb,herb,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,furosemide [SEP] licorice [SEP] herb,1
D00601__H00322,D00601,Valsartan,valsartan,H00322,Pogostemon Cablin (Blanco) Benth.,pogostemon cablin blanco benth,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,valsartan [SEP] pogostemon cablin blanco benth [SEP] herb,1
D00583__H00517,D00583,Ranolazine,ranolazine,H00517,Peucedanum govanianum var. bicolo,peucedanum govanianum var bicolo,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] peucedanum govanianum var bicolo [SEP] herb,1
D00542__H00628,D00542,Paclitaxel,paclitaxel,H00628,Flos Gossampini,flos gossampini,Herb,herb,Apigenin,"10, 20, 40 mg/kg",Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,paclitaxel [SEP] flos gossampini [SEP] herb,1
D01017__H01013,D01017,Lenvatinib,lenvatinib,H01013,Ephedra,ephedra,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,lenvatinib [SEP] ephedra [SEP] herb,1
D00069__H01086,D00069,Caffeine,caffeine,H01086,Rhodiola Rosea,rhodiola rosea,Herb,herb,,1000 mg,Administration after 14 days of pretreatment,HFDI,HFDI,Homo Sapiens,Randomized cross-over study,13,LC-MS/MS,Plasma,CYP1A2,P05177,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,caffeine [SEP] rhodiola rosea [SEP] herb,2
D00583__H00528,D00583,Ranolazine,ranolazine,H00528,Lysimachiae Foenigraeci Herba,lysimachiae foenigraeci herba,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] lysimachiae foenigraeci herba [SEP] herb,1
D00010__H00058,D00010,Melatonin,melatonin,H00058,coffee,coffee,Herb,herb,Caffeic Acid,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,melatonin [SEP] coffee [SEP] herb,1
D00245__H00158,D00245,Midazolam,midazolam,H00158,Senecio oryzetorum,senecio oryzetorum,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] senecio oryzetorum [SEP] herb,1
D00245__H00946,D00245,Midazolam,midazolam,H00946,Rhizoma Corydalis,rhizoma corydalis,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,2,2,1,2,2,1,0,Use caution,midazolam [SEP] rhizoma corydalis [SEP] herb,1
D00419__H00673,D00419,Phenylephrine,phenylephrine,H00673,Rhizoma Wenyujin Concisum,rhizoma wenyujin concisum,Herb,herb,Curcumin,,,HFDI,HFDI,Homo Sapiens,LS180 cells,,HPLC,,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,phenylephrine [SEP] rhizoma wenyujin concisum [SEP] herb,1
D00542__H00769,D00542,Paclitaxel,paclitaxel,H00769,Rhodiola coccinea,rhodiola coccinea,Herb,herb,Rutin,"10, 20, 40 mg/kg",Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] rhodiola coccinea [SEP] herb,1
D01217__H00272,D01217,Warfarin,warfarin,H00272,Pueraria thomsonii,pueraria thomsonii,Herb,herb,Puerarin,"20, 60, 200 mg/kg",Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,warfarin [SEP] pueraria thomsonii [SEP] herb,1
D00697__H00761,D00697,Febuxostat,febuxostat,H00761,Garcinia multiflora,garcinia multiflora,Herb,herb,Morin,10 mg/kg,,HFDI,HFDI,Rat,,5/group,UPLC,Plasma,CYP1A1; CYP1A2; CYP3A4,Q0VHD5; P05177; P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,febuxostat [SEP] garcinia multiflora [SEP] herb,1
D00245__H00919,D00245,Midazolam,midazolam,H00919,Herba Cirsii,herba cirsii,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] herba cirsii [SEP] herb,1
D01040__H00521,D01040,Selexipag,selexipag,H00521,Fructus Forsythiae,fructus forsythiae,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] fructus forsythiae [SEP] herb,1
D00542__H00747,D00542,Paclitaxel,paclitaxel,H00747,Ixeris chinensis,ixeris chinensis,Herb,herb,Apigenin,"10, 20, 40 mg/kg",Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] ixeris chinensis [SEP] herb,1
D00941__H00602,D00941,Enalapril,enalapril,H00602,Licorice,licorice,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,enalapril [SEP] licorice [SEP] herb,1
D00253__H01102,D00253,Nafamostat,nafamostat,H01102,Ginkgo Biloba,ginkgo biloba,Herb,herb,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,nafamostat [SEP] ginkgo biloba [SEP] herb,1
D00931__F00104,D00931,Naltrexone,naltrexone,F00104,Meal,meal,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,naltrexone [SEP] meal [SEP] food,2
D00542__H00036,D00542,Paclitaxel,paclitaxel,H00036,Herba Patriniae,herba patriniae,Herb,herb,Apigenin,"10, 20, 40 mg/kg",Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,paclitaxel [SEP] herba patriniae [SEP] herb,1
D00829__H00316,D00829,Tamoxifen,tamoxifen,H00316,Phellodendri Amurensis Cortex,phellodendri amurensis cortex,Herb,herb,Quercetin,7.5 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tamoxifen [SEP] phellodendri amurensis cortex [SEP] herb,1
D00245__H00736,D00245,Midazolam,midazolam,H00736,fructus hippophae,fructus hippophae,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] fructus hippophae [SEP] herb,1
D00531__H00760,D00531,Doxorubicin,doxorubicin,H00760,Fructus Corni,fructus corni,Herb,herb,Quercetin,"3, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,doxorubicin [SEP] fructus corni [SEP] herb,1
D00968__F00253,D00968,Ferrous Fumarate,ferrous fumarate,F00253,Leaf of Chinese Holly,leaf of chinese holly,Food,food,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,2,1,1,2,2,0,0,Use caution,ferrous fumarate [SEP] leaf of chinese holly [SEP] food,1
D01217__H00686,D01217,Warfarin,warfarin,H00686,Senecio scandens,senecio scandens,Herb,herb,Quercetin,12.75 mg/kg,"Once a day ,keep 5 days",HFDI,HFDI,Rat,,8/group,HPLC,Plasma,CYP2C8; CYP2C9; CYP3A4,P10632; P11712; P08684,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,warfarin [SEP] senecio scandens [SEP] herb,1
D00543__H00835,D00543,Etoposide,etoposide,H00835,Semen Lepiddi seu Descurainiae;Semen Lepidii；Semen Descurainiae,semen lepiddi seu descurainiae semen lepidii semen descurainiae,Herb,herb,Kaempferol,"4, 12 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,etoposide [SEP] semen lepiddi seu descurainiae semen lepidii semen descurainiae [SEP] herb,1
D00299__H00078,D00299,Pioglitazone,pioglitazone,H00078,Hypericum wightianum,hypericum wightianum,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] hypericum wightianum [SEP] herb,1
D00069__H00581,D00069,Caffeine,caffeine,H00581,Populus tomentosa,populus tomentosa,Herb,herb,Chrysin,100 mg/kg,,HFDI,HFDI,Rat,,5/group,LC-MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,caffeine [SEP] populus tomentosa [SEP] herb,2
D00070__H00221,D00070,Verapamil,verapamil,H00221,Cortex Eucommiae,cortex eucommiae,Herb,herb,Quercetin,15 mg/kg,,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,verapamil [SEP] cortex eucommiae [SEP] herb,1
D00542__H00424,D00542,Paclitaxel,paclitaxel,H00424,Semen Canbis;Fructus Canbis,semen canbis fructus canbis,Herb,herb,Apigenin,"10, 20, 40 mg/kg",Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] semen canbis fructus canbis [SEP] herb,1
D00116__F00105,D00116,Diclofenac,diclofenac,F00105,High-Fat Meal,high-fat meal,Food,food,Fasted Overnight,,Meal 20 min prior to the drug,Dietary effects,Dietary effects,,,5,LC-MS/MS,Plasma,,,1,1,1,1,1,6,2,2,6,6,1,1,Use caution,diclofenac [SEP] high-fat meal [SEP] food,1
D00245__H00299,D00245,Midazolam,midazolam,H00299,Folium Ilicis Cornutae,folium ilicis cornutae,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] folium ilicis cornutae [SEP] herb,1
D00484__F00104,D00484,Lithium Citrate,lithium citrate,F00104,Meal,meal,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,lithium citrate [SEP] meal [SEP] food,1
D00245__H00652,D00245,Midazolam,midazolam,H00652,Radix Achyranthis bidentatae,radix achyranthis bidentatae,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,2,2,1,2,2,1,0,Use caution,midazolam [SEP] radix achyranthis bidentatae [SEP] herb,1
D00010__H00144,D00010,Melatonin,melatonin,H00144,Cortex Tooe Sinensis,cortex tooe sinensis,Herb,herb,Quercetin,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,melatonin [SEP] cortex tooe sinensis [SEP] herb,1
D00010__H00541,D00010,Melatonin,melatonin,H00541,coffee,coffee,Herb,herb,Caffeic Acid,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,melatonin [SEP] coffee [SEP] herb,1
D00770__H00905,D00770,Tacrolimus,tacrolimus,H00905,Herba Agrimoniae,herba agrimoniae,Herb,herb,Apigenin,,,HFDI,HFDI,Homo Sapiens,Case Report,1,,,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Avoid,tacrolimus [SEP] herba agrimoniae [SEP] herb,0
D00580__H01046,D00580,Fosinopril,fosinopril,H01046,Ephedra,ephedra,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,fosinopril [SEP] ephedra [SEP] herb,1
D00774__H00965,D00774,Rosuvastatin,rosuvastatin,H00965,Herba Leonuri,herba leonuri,Herb,herb,Gallic Acid,10 mg/kg,,HFDI,HFDI,Rat,,3/group,LC-MS/MS,Plasma,Breast cancer resistance protein (BCRP),Q9UNQ0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,rosuvastatin [SEP] herba leonuri [SEP] herb,1
D01046__H00999,D01046,Vortioxetine,vortioxetine,H00999,Coriandri Sativi Herba,coriandri sativi herba,Herb,herb,Quercetin,30 mg/kg,,HFDI,HFDI,Rat,,6/group,,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,vortioxetine [SEP] coriandri sativi herba [SEP] herb,1
D00012__F00105,D00012,Pyrazinamide,pyrazinamide,F00105,High-Fat Meal,high-fat meal,Food,food,Fasted Overnight,,After meal,Dietary effects,Dietary effects,Homo Sapiens,"Randomized, four-period, crossover phase I study",15,GC-MS,Serum,,,1,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,pyrazinamide [SEP] high-fat meal [SEP] food,2
